"iteration","status","n_pres","n_abs","loglik","pBIC","mu1","mu2","sigltil1","sigltil2","sigrtil1","sigrtil2","ctil","pd","o_par1"
46,"success",644,1288,-241.454149368141,551.005097869234,-6.86400330722379,7.0577188804374,-0.904775678136166,-3.27812158291821,1.29552625682344,0.509806775484442,-58.9913548146412,2.20580814849771,-0.370976651878825
47,"success",657,1314,-272.396682933694,613.070032631762,-6.01807229952068,7.13347632491358,-1.20787182809351,-2.16557069376237,1.23971238349782,0.809703109657801,-29.1983637450054,2.3684542042567,-0.20060654282595
48,"success",625,1250,-240.208943471475,548.24516238859,342.126192416968,-573.163430990993,2.79838204511435,-3.31323435771723,-642.188315637947,0.725388503190719,-892.754585944405,2.20466769114275,-1.03143227044576
49,"success",629,1258,-260.579937894168,589.044567696653,-7.88935082835979,8.05485238153376,-3.68311780951503,12.3896870347695,0.647458286230254,-0.290270868304844,-46.7920364909943,2.14344727500764,7.26606256312631
50,"success",628,1256,-246.08698971396,560.044351524147,-6.20459760222499,6.79929558129688,1.15507418429796,0.657146857175434,-1.44696107924586,-2.55488344677328,-40.7135450212749,2.31235194121557,-3.34261420547399
51,"success",653,1306,-258.463799269617,585.149303300736,336.311800318499,-613.414557983168,2.83130897905796,-0.241571804441589,-0.649982545841218,0.461080262628924,-902.470786850506,2.3591723725362,-1.07834082962089
52,"success",636,1272,-252.105257221085,572.194812110244,207.162445616256,-464.197130915128,2.6976503768798,-0.536008086625584,63.4491560710248,0.651088008893542,-637.506479797386,2.43101996992822,-1.15864057857749
53,"success",641,1282,-266.530870261997,601.116516234293,-5.2377457548963,7.75944007606262,-1.29845657053194,-1.65877117581748,1.08360526532636,0.685324024702579,-33.9674978534666,2.23537913526859,-0.161300126329744
54,"success",647,1294,-225.695580634544,519.529788517609,-4.46214636093488,5.99315584764989,-0.9132577452863,-3.07402293778017,0.72187166902697,0.390596556826205,-72.9460469303037,2.32871275501372,-6.49268542795824
55,"success",638,1276,-254.088760303862,576.19007575584,-5.70222431606102,6.57655824251682,-0.35180296225003,-2.84403471926649,1.21097199230489,0.733033005441314,-36.6691698922566,2.20762407273981,-0.296164300051434
56,"success",650,1300,-231.628930889398,531.438123642817,14.9720564529755,-16.4129043461086,1.39476226454969,-1.24322317004031,8.37054986792659,0.590663835613081,-65.7335942752574,2.32023083454954,-0.980661249455675
57,"success",611,1222,-257.081515326923,581.786413884404,-7.77328333656803,9.12899575353738,-1.15042878551837,-2.46500071600779,124.124432416721,0.276032159698514,-79.0165859185329,1.93598436522651,5.85705341179711
58,"success",649,1298,-264.364197797165,596.89480064268,-7.53590610434823,7.83754092677546,0.784502307511518,-0.142200762370066,-3.27351444814886,12.7149594867369,-34.4600465353651,2.18795785337975,-2.10960857088127
59,"success",629,1258,-244.7910793219,557.466850552118,-8.26178500896453,8.57895829857966,0.757519335757627,-0.323078716186187,-3.22011546486646,12.9446591512713,-36.3525011102643,2.3107495064091,-8.43295643266416
60,"success",637,1274,-237.939542354646,543.877522207455,-16.3779397312422,9.26384236619784,1.69980246023754,0.767705428076027,-12.8336564728441,-2.24275449813664,-34.095791650122,2.3803162996336,2.93242465865973
61,"success",646,1292,-240.623822660994,549.372351454045,-5.37235198575078,6.87248045360721,0.670261007655139,-1.18941131320732,-2.24538598306253,1.03475185658802,-38.7787596433856,2.34323353798109,4.5409704470969
62,"success",639,1278,-262.838622278673,593.703895244757,-7.71180082267924,8.22243283119315,13.5699715171922,0.705549409927101,-0.147340576381954,-3.51682723144087,-41.8265803479309,2.14602581800702,-10.0420429177046
63,"success",635,1270,-262.009077224198,591.988290036443,-6.08361453769773,6.60504780283789,-1.51925111768805,-2.71960831118526,0.996622537891345,0.539527941524951,-52.370374386667,2.07468450047426,-0.193008149463837
64,"success",650,1300,-241.815596777971,551.811455419961,-6.83602223412783,7.5304213460591,-3.4193359807678,21.0200997510587,0.798539706622988,0.110319397077498,-35.1238909927213,2.34525348718586,7.25025848399381
65,"success",646,1292,-245.19477423277,558.514254597597,-6.74464267001733,6.5086048091434,-1.3402314523831,-2.58638342689255,1.30606713196973,0.836585175050318,-30.011072327153,2.37771309212271,-0.195741942776699
66,"success",637,1274,-247.514126451407,563.026690400977,-8.81295602820976,6.92191613665592,-1.59685130806936,-3.09755947682221,1.45536178480728,0.71934868417409,-39.4547002176413,2.28897459932454,-0.270001789782178
67,"success",627,1254,-258.198323182402,584.252675828514,-5.95129117289524,7.75287864057647,1.27699841083512,0.819293364368256,-1.29555658073456,-1.70979435372217,-26.8184656130567,2.40701280770503,-9.59986229166234
68,"success",656,1312,-224.306055570743,516.875068839995,-6.60527038145841,8.00796199504977,0.731979273559012,-0.0928448525651272,-2.77885535866606,34.3141722740148,-36.1762565706623,2.49816808233957,4.1728042159094
69,"success",621,1242,-241.586284139301,550.942058614017,-6.0044225697352,8.25173353601249,0.796957530182834,0.0387293829876333,-2.3099197438902,34.1512009487645,-29.6424962604245,2.36165734007846,4.20309041429599
70,"success",655,1310,-260.227324421911,588.703876562552,-3.63311105038668,5.57302105103472,0.769794336174101,-0.159627102396005,-2.90052424262514,0.949408270767854,-35.6782109894737,2.29079832817477,4.47355342454796
71,"success",648,1296,-237.928948263461,544.010423392104,-5.96607417256916,7.40826604770149,-1.3844959905774,-1.98597402779425,1.15893314156695,0.707532790460653,-34.0810677979338,2.44745363102752,-0.180035878540011
72,"success",634,1268,-219.102504373541,506.160959935031,137.931522255793,-224.34276677381,2.38906665265744,-0.174045966723451,-51.9549635754592,0.419270154917441,-341.05231094754,2.52873346478394,-1.04583970152614
73,"success",636,1272,-234.373480308182,536.731258284439,-6.52704704937775,7.07748012229552,-1.07940120197522,-2.23026586658932,1.31072620865138,0.78469823392179,-30.5329881706527,2.43100575068307,-0.198954126127109
74,"success",649,1298,-254.666452835148,577.499310718646,-7.55972560232878,8.14022156660396,-0.0764001465546181,-3.18867421724856,40.8650623944023,0.784762266609402,-34.5855207900547,2.25224169267866,-6.86285389988647
75,"success",628,1256,-250.115180901089,568.100733898406,-4.42229170108929,9.450016668455,0.940096487692053,0.467388080594454,-1.24501628188517,-1.1754929609177,-41.2049012730974,2.23381526051172,2.99804111644999
76,"success",646,1292,-249.708847057665,567.542400247387,-5.1326731358909,6.84506672804235,-2.17242124310106,1.10989238435419,0.769012380280412,-1.00142363952465,-32.2103115790411,2.335156060622,1.38358857806414
77,"success",629,1258,-243.626692969004,555.138077846326,-8.91437871448609,9.31294085193026,-3.47484412678213,13.0825067303562,0.769644081458334,-0.285006908384415,-37.0187060022498,2.35026059618123,7.18718416901075
78,"success",639,1278,-262.823878072345,593.674406832101,-6.93080954186467,6.34421899165867,-1.39827497067897,-3.15236687623585,1.03159121656309,0.550683366864651,-55.0069339366146,2.09793708560989,-0.233854542341906
79,"success",619,1238,-252.078275329741,571.897008711657,232.897048090186,-373.200578787194,0.418472798562958,2.64842150864114,-0.145928510850033,-265.994608767677,-532.638828156171,2.30403932902781,3.6828934445072
80,"success",640,1280,-260.470390966361,588.981506117918,-6.16981939230404,7.10572748481292,-1.39834048085809,-2.21348594691471,1.12473296956212,0.703582320748356,-36.218468219983,2.21783534185411,-0.188957832570719
81,"success",637,1274,-240.357614254784,548.71366600773,-6.23922870321827,7.35505952861335,-1.5221745171484,-2.05768990858788,1.14428082231284,0.686808333243749,-36.5741577413063,2.40248394131287,-0.184341594598321
82,"success",628,1256,-243.217709043474,554.305790183175,-8.32239754889705,11.3192608498214,-0.901715397199284,-1.69205458876162,479.40521223357,0.598413956399329,-36.7955775641665,2.15061377193609,5.76053397436027
83,"success",632,1264,-224.412794586887,516.753104319109,-8.66406472696932,9.7330479221556,-2.67543920286106,26.8168151047574,0.48093057434647,-0.954187909829919,-55.8533695344076,2.25040278096598,7.33839569888982
84,"success",661,1322,-256.854441425439,582.040178007555,-7.10795341036889,6.54411311270796,-1.37878574723376,-2.88470295796649,1.29353784775567,0.801423390270638,-33.1210717738669,2.40587108618219,-0.235552137249734
85,"success",646,1292,-247.81225732979,563.749220791636,-6.32427352911596,6.73411557216789,-2.55539793804471,1.09915742893825,0.601453911710386,-1.55869307834087,-46.3764238503559,2.21338185898007,1.38180371606284
86,"success",642,1284,-260.018982505238,588.106770341699,-166.173030904209,39.3807675082605,-2.91211958460209,2.76975167409482,0.786686421690649,-13.303877998803,-87.86419815057,2.19997999104203,7.6486341162755
87,"success",634,1268,-213.592128779952,495.140208747852,-7.95163532811165,8.32957142502998,0.765886934150359,-0.214054114261833,-3.42515359870054,13.6575529948433,-37.2057221507235,2.53473476231887,10.3936911505162
88,"success",640,1280,-264.823252739346,597.687229663889,-5.72338570714885,7.08957639326542,-1.29358490585979,-2.26820910329063,1.09155233938103,0.615461010803977,-42.7301134467925,2.11357011298364,-0.185483803630344
89,"success",649,1298,-271.842336535665,611.85107811968,843.304775624925,-1366.49574920694,3.3583119663271,-0.0942844600140279,-222.492778230295,0.476066863016479,-1603.1748957072,2.25724909117889,5.2607673553267
90,"success",647,1294,-223.410922023646,514.960471295812,-4.78127078030587,8.16033564793156,-1.69083966073844,0.910197916151357,0.480808286402657,-1.2987289294416,-47.5543640115748,2.49307577151587,-4.87003240643944
91,"success",641,1282,-265.185092064196,598.424959838691,189.514101221676,-462.290128684354,2.55542654569395,-0.638742588318017,575.955362297394,0.519853332535065,-819.233811867082,2.19570401134913,-1.18936070432655
92,"success",622,1244,-245.581739123622,558.947449679909,-7.07339844692924,6.56095539300451,-1.28887067866621,-2.79986067224813,1.34648058889198,0.776629991633848,-34.2756361132501,2.26411741467458,-0.232712675364985
93,"success",636,1272,-217.564108901227,503.112515470527,-7.26412113567932,7.89283962393645,16.4296560745731,0.714343012566242,-0.0877080989302595,-3.6031968322708,-41.4660732455436,2.44605724182481,2.50381496707528
94,"success",637,1274,-253.619383179249,575.23720385666,-7.9498336394969,10.8907912262292,0.624104513512202,-0.602722774514179,-1.77608092093073,12.1858891748291,-36.4666353852907,2.17958707058601,-2.11122729804184
95,"success",638,1276,-263.342906086729,594.698367321574,-8.31185163404159,8.34761338059596,-0.403593154671248,-3.64044589716153,21.4803835382496,0.649853026278024,-47.3116419224177,2.1054714627298,-6.87350601829884
96,"success",643,1286,-247.212035857665,562.506884831482,453.690566643136,-810.321057765856,0.454898453401976,3.03070519160844,-0.12624020496442,-611.589567730718,-1052.13274371837,2.46720386125615,3.64450327949512
97,"success",635,1270,-278.185195509771,624.340526607589,-6.05198767250054,7.25405121631731,-3.25464318358351,12.5930145026868,0.688182609078218,0.0558397406889539,-42.9169311344099,2.02705246852894,0.972331295628772
98,"success",655,1310,-274.720656308058,617.690540334846,254.292546535176,-545.785636299947,2.76446821181611,-0.675407367471694,-398.333015109569,0.6152349969773,-774.253300550636,2.22676281730582,-1.14075104996579
99,"success",631,1262,-224.05829673926,516.029856839404,-8.58857874864178,8.99374325904822,0.726474360163784,-0.376636803453697,-3.26859235176203,19.2079809049168,-38.9857225753439,2.39064113698482,4.1039083360516
100,"success",647,1294,-226.775314135205,521.689255518931,-6.13716984718516,6.39194364696833,-0.901913251195993,-3.21358678705815,1.09903392751263,0.53512910439631,-56.1448644421642,2.38301642061371,-6.57635926503751
